words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
slowly,adj,1,1,Praiseworthy,1,1,2
lofty ideals,noun,1,1,Praiseworthy,5,1,2
unsung hero,noun,1,1,Praiseworthy,7,1,2
sword,noun,1,1,Praiseworthy,1,1,2
defend,verb,1,1,Praiseworthy,1,1,2
extol,verb,1,1,Praiseworthy,5,1,2
blooming flowers,adj,1,1,Praiseworthy,5,1,2
bloody man,noun,1,1,Praiseworthy,3,1,2
front,adj,1,1,Praiseworthy,3,1,2
prophet,noun,1,1,Praiseworthy,7,1,2
virginity,noun,1,1,Praiseworthy,3,1,2
makes sense,adj,1,1,Praiseworthy,3,1,2
rock solid,adj,1,1,Praiseworthy,5,1,2
famous forever,adj,1,1,Praiseworthy,9,1,2
be popular,adj,1,1,Praiseworthy,3,1,2
genuine,adj,1,1,Praiseworthy,5,1,2
top notch,adj,1,1,Praiseworthy,5,1,2
all excellent,adj,1,1,Praiseworthy,3,1,2
uniquely blessed,adj,1,1,Praiseworthy,7,1,2
luxuriant,adj,1,1,Praiseworthy,5,1,2
catchy,adj,1,1,Praiseworthy,3,1,2
jincheng tangchi,noun,1,1,Praiseworthy,5,1,2
help,verb,1,1,Praiseworthy,3,1,2
complaints,adj,1,1,Blameworthy,5,2,2
creepy,adj,1,1,Undesirable,7,2,2
mourn,adj,1,1,Undesirable,5,0,1
hardship,noun,1,1,Undesirable,3,0,1
crying,verb,1,1,Undesirable,5,0,1
grimacing,noun,1,1,Undesirable,1,0,1
farewell,idiom,1,1,Undesirable,3,0,1
chilling,adj,1,1,Undesirable,5,0,1
scary,adj,1,1,Undesirable,3,2,2
shudder,idiom,1,1,Undesirable,5,0,1
on tenterhooks,idiom,1,1,Undesirable,5,0,1
treachery,verb,1,1,Blameworthy,5,2,2
jackal,noun,1,1,Blameworthy,5,2,2
ugly,noun,1,1,Blameworthy,3,2,2
infighting,idiom,1,1,Blameworthy,3,2,2
gangster,noun,1,1,Blameworthy,7,2,2
dictatorship,verb,1,1,Blameworthy,7,2,2
stubborn resistance,idiom,1,1,Blameworthy,5,2,2
lair,noun,1,1,Blameworthy,3,2,2
gossip,idiom,1,1,Blameworthy,1,2,2
grinning,verb,1,1,Blameworthy,5,2,2
gagging,verb,1,1,Blameworthy,5,2,2
entrenched,verb,1,1,Blameworthy,5,2,2
hostility,adj,1,1,Blameworthy,5,2,2
shame,noun,1,1,Undesirable,7,2,2
flee,verb,1,1,Blameworthy,3,2,2
crooked ways,idiom,1,1,Blameworthy,5,2,2
do evil,idiom,1,1,Blameworthy,5,2,2
literary ruffian,noun,1,1,Blameworthy,3,2,2
vulgar,adj,1,1,Blameworthy,5,2,2
hateful,adj,1,1,Blameworthy,3,2,2
destroy,verb,1,1,Blameworthy,5,2,2
cheeky,adj,1,1,Blameworthy,1,2,2
bereaved dog,idiom,1,1,Blameworthy,7,2,2
hybrid,noun,1,1,Blameworthy,7,2,2
affair,noun,1,1,Blameworthy,5,2,2
sarcastic,verb,1,1,Blameworthy,1,2,2
damn thing,noun,1,1,Blameworthy,7,2,2
local snake,noun,1,1,Blameworthy,5,2,2
sycophant,noun,1,1,Blameworthy,5,2,2
dominatrix,noun,1,1,Blameworthy,5,2,2
crying,adj,1,1,Undesirable,3,2,2
white area,noun,1,1,Undesirable,1,2,2
feel oppressed,adj,1,1,Undesirable,7,2,2
sad face,noun,1,1,Undesirable,1,0,1
disappointed,adj,1,1,Undesirable,1,2,2
tolerate,verb,1,1,Undesirable,3,0,1
irritable,adj,1,1,Undesirable,5,2,2
thirsty,adj,1,1,Undesirable,5,0,1
suppress,adj,1,1,Undesirable,7,0,1
weakness,adj,1,1,Undesirable,1,0,1
worried,idiom,1,1,Undesirable,7,2,2
feeling lost,idiom,1,1,Undesirable,5,2,2
extremely hot,adj,1,1,Undesirable,3,2,2
strenuous,adj,1,1,Undesirable,1,0,1
embarrassment,adj,1,1,Undesirable,5,0,1
miserable,adj,1,1,Undesirable,3,0,1
stage fright,adj,1,1,Undesirable,3,0,1
hot-headed,idiom,1,1,Blameworthy,3,2,2
hastily,adj,1,1,Undesirable,5,0,1
restless,idiom,1,1,Undesirable,9,2,2
burning inside,idiom,1,1,Undesirable,9,2,2
disappointment,adj,1,1,Undesirable,5,0,1
shortcomings,noun,1,1,Undesirable,3,0,1
discouraged,adj,1,1,Undesirable,3,0,1
fail,adj,1,1,Undesirable,5,2,2
pink eye,noun,1,1,Undesirable,5,2,2
murmur,adj,1,1,Disconfirmed,5,0,1
all round,idiom,1,1,Blameworthy,3,2,2
play hard,idiom,1,1,Blameworthy,7,2,2
stale,adj,1,1,Blameworthy,7,2,2
ill-intentioned,idiom,1,1,Blameworthy,5,2,2
haiyan heqing,idiom,1,1,Praiseworthy,5,1,2
living hell,idiom,1,1,Blameworthy,5,2,2
depose youming,idiom,1,1,Praiseworthy,3,1,2
wrong move,idiom,1,1,Praiseworthy,3,1,2
talented people,idiom,1,1,Blameworthy,1,2,2
not selfish,idiom,1,1,Praiseworthy,7,1,2
no hesitation,idiom,1,1,Praiseworthy,7,1,2
be frugal,idiom,1,1,Praiseworthy,7,1,2
be original,idiom,1,1,Praiseworthy,5,1,2
smooth sailing,idiom,1,1,Desirable,5,1,2
stay determined,idiom,1,1,Praiseworthy,3,1,2
unwavering determination,idiom,1,1,Praiseworthy,7,1,2
boastful,idiom,1,1,Blameworthy,3,2,2
uneven,idiom,1,1,Blameworthy,5,2,2
zhanshan navigation,idiom,1,1,Praiseworthy,3,1,2
improper move,idiom,1,1,Blameworthy,3,2,2
shobo nosuke,idiom,1,1,Desirable,3,1,2
ghostly facilities,idiom,1,1,Praiseworthy,5,1,2
real evidence,idiom,1,1,Confirmed,3,0,1
vientiane update,idiom,1,1,Praiseworthy,7,1,2
ambitious,idiom,1,1,Praiseworthy,3,1,2
thunder,idiom,1,1,Praiseworthy,5,1,2
preconception,idiom,1,1,Blameworthy,1,2,2
well matched,idiom,1,1,Praiseworthy,3,1,2
guangzong yaozu,idiom,1,1,Praiseworthy,7,1,2
jiadi lianyun,idiom,1,1,Praiseworthy,3,1,2
poor house,idiom,1,1,Blameworthy,1,2,2
outsiders,idiom,1,1,Praiseworthy,3,1,2
quiet ears,idiom,1,1,Desirable,1,0,1
wandering,idiom,1,1,Blameworthy,1,2,2
never before,idiom,1,1,Undesirable,9,1,2
clavicle,idiom,1,1,Blameworthy,5,2,2
unconscious,idiom,1,1,Blameworthy,3,0,1
mutter,idiom,1,1,Blameworthy,3,2,2
talking nonsense,idiom,1,1,Blameworthy,7,2,2
disciple kid,idiom,1,1,Blameworthy,3,2,2
rude words,idiom,1,1,Blameworthy,5,2,2
clearly visible,idiom,1,1,Praiseworthy,3,1,2
self-knowledge,idiom,1,1,Praiseworthy,3,1,2
a catastrophe,idiom,1,1,Undesirable,7,2,2
bad year,idiom,1,1,Blameworthy,3,2,2
qionglou yuyu,idiom,1,1,Praiseworthy,5,1,2
jiuchi roulin,idiom,1,1,Blameworthy,9,2,2
kusanagi poultry,idiom,1,1,Blameworthy,7,2,2
poisoning creatures,idiom,1,1,Blameworthy,9,2,2
two choices,idiom,1,1,Blameworthy,3,2,2
scapegoat,idiom,1,1,Blameworthy,3,2,2
favors,idiom,1,1,Blameworthy,1,2,2
rampage,idiom,1,1,Blameworthy,5,2,2
containing dirt,idiom,1,1,Blameworthy,7,2,2
that's it,idiom,1,1,Blameworthy,3,2,2
hupenggugang,idiom,1,1,Blameworthy,5,2,2
be informal,idiom,1,1,Blameworthy,3,0,1
cause trouble,idiom,1,1,Blameworthy,5,2,2
attracting fire,idiom,1,1,Blameworthy,5,2,2
thinking deeply,idiom,1,1,Praiseworthy,7,1,2
qihua yaocao,idiom,1,1,Desirable,5,1,2
hanma hanchan,idiom,1,1,Undesirable,5,2,2
one-upmanship,idiom,1,1,Praiseworthy,7,1,2
consensual,idiom,1,1,Desirable,3,1,2
classmates,idiom,1,1,Desirable,3,1,2
good reputation,idiom,1,1,Undesirable,3,0,1
founder,idiom,1,1,Praiseworthy,7,1,2
excusable,idiom,1,1,Confirmed,1,1,2
rejuvenation,idiom,1,1,Praiseworthy,5,1,2
fluent answers,idiom,1,1,Praiseworthy,3,1,2
rising star,idiom,1,1,Praiseworthy,3,1,2
informal,idiom,1,1,Praiseworthy,3,1,2
handsome boy,idiom,1,1,Praiseworthy,3,1,2
a talent,idiom,1,1,Praiseworthy,5,1,2
forest customs,idiom,1,1,Praiseworthy,3,1,2
no guesswork,idiom,1,1,Praiseworthy,3,1,2
scaremongering,idiom,1,1,Praiseworthy,5,1,2
firefly yingxue,idiom,1,1,Praiseworthy,3,1,2
cantilever thorns,idiom,1,1,Praiseworthy,3,1,2
rehabilitation,idiom,1,1,Praiseworthy,5,1,2
refresh yourself,idiom,1,1,Praiseworthy,5,1,2
fancy dress,idiom,1,1,Blameworthy,3,2,2
grudge,idiom,1,1,Blameworthy,3,2,2
monsters,idiom,1,1,Blameworthy,5,2,2
ignorant,idiom,1,1,Blameworthy,3,2,2
chengyanhouse,idiom,1,1,Blameworthy,5,2,2
unlearned,idiom,1,1,Blameworthy,3,2,2
orchid fruit,idiom,1,1,Undesirable,5,2,2
flirting,idiom,1,1,Blameworthy,3,2,2
toddler handan,idiom,1,1,Blameworthy,3,2,2
jinlan qiyou,idiom,1,1,Desirable,1,0,1
close friends,idiom,1,1,Desirable,1,0,1
communicate sincerely,idiom,1,1,Praiseworthy,3,1,2
obscurity,idiom,1,1,Praiseworthy,1,0,1
eyebrow height,idiom,1,1,Blameworthy,1,0,1
haoshouqiongjing,idiom,1,1,Praiseworthy,3,1,2
hongzhongsiwai,idiom,1,1,Praiseworthy,1,1,2
arty,idiom,1,1,Blameworthy,5,2,2
working hard,idiom,1,1,Praiseworthy,9,1,2
insatiable,idiom,1,1,Blameworthy,7,2,2
too strong,nw,1,1,Praiseworthy,7,1,2
wow haha,nw,1,1,Desirable,9,1,2
o(∩_∩)o,nw,1,1,Desirable,5,1,2
whee,nw,1,1,Desirable,3,0,1
dingding,nw,1,1,Praiseworthy,5,1,2
8 wrong,nw,1,1,Praiseworthy,3,1,2
ze,nw,1,1,Blameworthy,3,2,2
jw,nw,1,1,Undesirable,7,2,2
fatuous,adj,1,1,Blameworthy,7,2,2
collusion,verb,1,1,Blameworthy,1,2,2
chicken-hearted,adj,1,1,Blameworthy,3,2,2
entrapment,verb,1,1,Blameworthy,3,2,2
spy,verb,1,1,Blameworthy,3,2,2
dissatisfied,verb,1,1,Blameworthy,3,2,2
wanton,adj,1,1,Blameworthy,1,2,2
quirks,noun,1,1,Blameworthy,1,2,2
sleek,adj,1,1,Blameworthy,1,2,2
slack off,adj,1,1,Blameworthy,5,2,2
radical,adj,1,1,Blameworthy,1,2,2
militancy,idiom,1,1,Blameworthy,5,2,2
echo,idiom,1,1,Blameworthy,3,2,2
mantis mantis,idiom,1,1,Blameworthy,1,2,2
forgery,verb,1,1,Blameworthy,3,2,2
ignorance,adj,1,1,Blameworthy,7,2,2
really evil,adj,1,1,Blameworthy,7,2,2
dressed beast,idiom,1,1,Blameworthy,9,2,2
not overestimated,adj,1,1,Blameworthy,5,2,2
old-fashioned,adj,1,1,Blameworthy,3,2,2
good thorn,adj,1,1,Blameworthy,5,2,2
insincere,idiom,1,1,Blameworthy,3,2,2
tyrannical,adj,1,1,Blameworthy,5,2,2
be cautious,adj,1,1,Blameworthy,1,2,2
lowly,adj,1,1,Blameworthy,9,2,2
squeamish,adj,1,1,Blameworthy,3,2,2
conceal,verb,1,1,Blameworthy,5,2,2
intimidate,verb,1,1,Blameworthy,5,2,2
indolent,idiom,1,1,Blameworthy,7,2,2
coward,noun,1,1,Blameworthy,5,2,2
opportunism,noun,1,1,Blameworthy,5,2,2
abnormal,adj,1,1,Blameworthy,1,2,2
annoying,adj,1,1,Blameworthy,3,2,2
tough,adj,1,1,Blameworthy,1,0,1
confused,adj,1,1,Blameworthy,3,2,2
not talented,adj,1,1,Blameworthy,7,2,2
repeatedly,idiom,1,1,Blameworthy,5,2,2
one side,adj,1,1,Blameworthy,3,2,2
laugh,verb,1,1,Blameworthy,5,2,2
materialistic,idiom,1,1,Blameworthy,7,2,2
stingy person,noun,1,1,Blameworthy,5,2,2
ungrateful,verb,1,1,Blameworthy,5,2,2
play tricks,verb,1,1,Blameworthy,1,2,2
vulnerable,adj,1,1,Blameworthy,5,2,2
pull hard,idiom,1,1,Blameworthy,1,2,2
alarmist,idiom,1,1,Blameworthy,3,2,2
obscure,adj,1,1,Undesirable,1,0,1
love small,adj,1,1,Blameworthy,3,2,2
worship money,adj,1,1,Blameworthy,5,2,2
forced marriage,verb,1,1,Blameworthy,3,2,2
abnormal,noun,1,1,Blameworthy,7,2,2
qiushui yiren,idiom,1,1,Undesirable,1,0,1
tolerance,verb,1,1,Praiseworthy,1,0,1
dread,adj,1,1,Undesirable,1,0,1
marvel,verb,1,1,Undesirable,3,0,1
strange,adj,1,1,Undesirable,3,0,1
rest assured,verb,1,1,Desirable,7,1,2
stay calm,idiom,1,1,Desirable,3,1,2
elite,noun,1,1,Praiseworthy,9,1,2
vanish,verb,1,1,Praiseworthy,3,1,2
boqia,verb,1,1,Praiseworthy,5,1,2
only hope,noun,1,1,Praiseworthy,5,1,2
strengths,noun,1,1,Praiseworthy,5,1,2
kusano,noun,1,1,Blameworthy,3,2,2
stalk,verb,1,1,Blameworthy,3,2,2
super pull,adj,1,1,Praiseworthy,7,1,2
super vulgar,adj,1,1,Praiseworthy,7,1,2
shen yong,adj,1,1,Praiseworthy,5,1,2
foodie,noun,1,1,Blameworthy,7,2,2
delay,verb,1,1,Blameworthy,3,2,2
enemy country,noun,1,1,Blameworthy,1,2,2
chenglong,verb,1,1,Praiseworthy,5,1,2
point out,adj,1,1,Praiseworthy,3,1,2
creation,noun,1,1,Praiseworthy,5,1,2
creativity,noun,1,1,Praiseworthy,3,1,2
spring scenery,noun,1,1,Desirable,1,0,1
egg on,verb,1,1,Blameworthy,7,2,2
usurp power,verb,1,1,Blameworthy,5,2,2
wrong,noun,1,1,Blameworthy,3,2,2
repeat,verb,1,1,Blameworthy,1,2,2
pirated copy,verb,1,1,Blameworthy,3,2,2
turtle crane,adj,1,1,Praiseworthy,3,1,2
national heritage,noun,1,1,Praiseworthy,1,1,2
deep dream,noun,1,1,Desirable,3,1,2
drunk,verb,1,1,Desirable,5,1,2
carving,verb,1,1,Praiseworthy,1,0,1
talk back,verb,1,1,Blameworthy,3,2,2
beaten severely,verb,1,1,Blameworthy,7,2,2
poisoning,noun,1,1,Blameworthy,5,2,2
rumor,noun,1,1,Blameworthy,3,2,2
stench,adj,1,1,Blameworthy,5,2,2
double minded,adj,1,1,Blameworthy,7,2,2
act dumb,verb,1,1,Blameworthy,3,2,2
lunch bag,noun,1,1,Blameworthy,7,2,2
not smiling,verb,1,1,Blameworthy,5,2,2
divide fertilizer,verb,1,1,Blameworthy,1,0,1
crazy talk,noun,1,1,Blameworthy,3,2,2
negative flexion,verb,1,1,Undesirable,5,2,2
public enemy,noun,1,1,Blameworthy,9,2,2
bewitch,verb,1,1,Blameworthy,7,2,2
chunfeng,noun,1,1,Praiseworthy,5,1,2
cihui,adj,1,1,Praiseworthy,5,1,2
ci zong,noun,1,1,Praiseworthy,5,1,2
pure gathering,verb,1,1,Praiseworthy,1,1,2
cunfu,verb,1,1,Desirable,1,0,1
thank you,verb,1,1,Praiseworthy,1,1,2
avenue,noun,1,1,Praiseworthy,3,1,2
great confucian,noun,1,1,Praiseworthy,7,1,2
dark green,adj,1,1,Desirable,1,0,1
danyuan,adj,1,1,Desirable,5,1,2
handy,verb,1,1,Desirable,1,0,1
proper,adj,1,1,Praiseworthy,5,1,2
foundation,noun,1,1,Praiseworthy,1,1,2
pinnacle,adj,1,1,Desirable,1,1,2
transcanada,verb,1,1,Blameworthy,3,2,2
future trouble,noun,1,1,Blameworthy,1,2,2
bad water,noun,1,1,Blameworthy,3,2,2
dirty talk,noun,1,1,Blameworthy,5,2,2
mess around,verb,1,1,Blameworthy,1,2,2
squeeze,verb,1,1,Blameworthy,5,2,2
match-fixing,noun,1,1,Blameworthy,1,2,2
drunkard,noun,1,1,Blameworthy,3,2,2
kuo shao,noun,1,1,Blameworthy,1,0,1
slander,noun,1,1,Blameworthy,1,2,2
scientifically illiterate,noun,1,1,Blameworthy,1,2,2
empty words,noun,1,1,Blameworthy,1,2,2
cool official,noun,1,1,Blameworthy,5,2,2
lead,verb,1,1,Praiseworthy,1,1,2
duan ning,adj,1,1,Praiseworthy,5,1,2
invitation,adj,1,1,Praiseworthy,3,1,2
win gold,verb,1,1,Desirable,5,0,1
get rich,verb,1,1,Desirable,5,0,1
birthplace,noun,1,1,Praiseworthy,1,1,2
dense,adj,1,1,Desirable,1,0,1
fangfei,noun,1,1,Desirable,3,1,2
fangzi,noun,1,1,Desirable,3,1,2
galloping,verb,1,1,Desirable,1,0,1
strive hard,verb,1,1,Praiseworthy,5,1,2
wind festival,noun,1,1,Praiseworthy,5,1,2
fushu,adj,1,1,Praiseworthy,3,1,2
change,verb,1,1,Desirable,3,1,2
gao kuang,adj,1,1,Praiseworthy,3,1,2
win back,verb,1,1,Blameworthy,1,0,1
lepai,verb,1,1,Blameworthy,5,2,2
cold stare,noun,1,1,Undesirable,3,2,2
homeless,adj,1,1,Undesirable,5,0,1
chaos,adj,1,1,Undesirable,5,2,2
degraded,adj,1,1,Blameworthy,7,2,2
abjection,verb,1,1,Undesirable,5,2,2
buried,verb,1,1,Undesirable,3,2,2
tricky,noun,1,1,Blameworthy,1,2,2
not ashamed,adj,1,1,Blameworthy,3,2,2
sap,noun,1,1,Blameworthy,1,2,2
mi mi,adj,1,1,Blameworthy,3,2,2
devil's claw,noun,1,1,Blameworthy,5,2,2
cure,verb,1,1,Praiseworthy,1,1,2
skillful workmanship,adj,1,1,Praiseworthy,5,1,2
public opinion,noun,1,1,Confirmed,9,1,2
arch,verb,1,1,Praiseworthy,5,1,2
extensive,adj,1,1,Praiseworthy,9,1,2
haunted,adj,1,1,Undesirable,3,2,2
return home,verb,1,1,Praiseworthy,7,1,2
reverse labor,noun,1,1,Blameworthy,3,2,2
pinch,verb,1,1,Blameworthy,5,2,2
exercise power,verb,1,1,Blameworthy,5,2,2
tyranny,noun,1,1,Blameworthy,7,2,2
climb,verb,1,1,Blameworthy,5,2,2
defect,verb,1,1,Blameworthy,7,2,2
big words,noun,1,1,Praiseworthy,7,1,2
spray feces,verb,1,1,Blameworthy,5,2,2
leatherface,noun,1,1,Blameworthy,5,2,2
unpredictable,adj,1,1,Blameworthy,5,2,2
hazing,verb,1,1,Blameworthy,5,2,2
criminal record,noun,1,1,Blameworthy,3,2,2
bad harvest,verb,1,1,Undesirable,3,2,2
hao bo,adj,1,1,Praiseworthy,9,1,2
fit,adj,1,1,Praiseworthy,1,1,2
cheers,verb,1,1,Praiseworthy,7,1,2
red envelope,noun,1,1,Desirable,1,0,1
rosy,adj,1,1,Praiseworthy,1,1,2
red stove,noun,1,1,Praiseworthy,1,0,1
hongli,adj,1,1,Praiseworthy,3,1,2
high hopes,noun,1,1,Praiseworthy,1,1,2
wave,verb,1,1,Praiseworthy,5,1,2
rejuvenation,verb,1,1,Praiseworthy,9,1,2
hui ran,adj,1,1,Desirable,5,1,2
live points,adj,1,1,Praiseworthy,1,1,2
get,verb,1,1,Desirable,3,1,2
rise among,verb,1,1,Praiseworthy,5,1,2
infringement,verb,1,1,Blameworthy,5,2,2
beg,verb,1,1,Undesirable,5,0,1
fawn,verb,1,1,Blameworthy,5,2,2
sensual,noun,1,1,Blameworthy,3,2,2
take responsibility,adj,1,1,Blameworthy,3,2,2
harm,verb,1,1,Undesirable,3,2,2
discount,verb,1,1,Undesirable,5,2,2
raw fan,noun,1,1,Blameworthy,3,2,2
improper,adj,1,1,Blameworthy,3,2,2
wrecked,noun,1,1,Undesirable,5,2,2
humiliated,verb,1,1,Undesirable,5,2,2
decline,adj,1,1,Undesirable,3,2,2
personal enmity,noun,1,1,Blameworthy,1,0,1
death place,noun,1,1,Undesirable,5,2,2
harm others,verb,1,1,Blameworthy,5,2,2
corrupt officials,noun,1,1,Blameworthy,5,2,2
escape,verb,1,1,Blameworthy,5,2,2
arbitrage,noun,1,1,Blameworthy,5,2,2
local tycoon,noun,1,1,Blameworthy,5,2,2
shrink back,verb,1,1,Blameworthy,5,2,2
unhealthy trend,noun,1,1,Blameworthy,5,2,2
take arbitrarily,verb,1,1,Blameworthy,5,2,2
violation,verb,1,1,Blameworthy,5,2,2
servant,noun,1,1,Blameworthy,3,2,2
flaw,noun,1,1,Blameworthy,3,2,2
dangerous disease,noun,1,1,Undesirable,5,2,2
xiao ran,adj,1,1,Blameworthy,3,2,2
emulate,verb,1,1,Blameworthy,7,2,2
evil door,adj,1,1,Blameworthy,5,2,2
give way,verb,1,1,Blameworthy,5,2,2
fierceness,noun,1,1,Blameworthy,5,2,2
bad omen,noun,1,1,Undesirable,5,2,2
vanity,adj,1,1,Blameworthy,5,2,2
veneer,verb,1,1,Blameworthy,5,2,2
deliberately,adj,1,1,Blameworthy,7,2,2
died young,adj,1,1,Undesirable,5,0,1
serve,verb,1,1,Blameworthy,5,2,2
haze,adj,1,1,Blameworthy,7,2,2
obscene rain,noun,1,1,Blameworthy,5,2,2
circumlocution,noun,1,1,Blameworthy,5,2,2
close,adj,1,1,Praiseworthy,1,1,2
affinity,adj,1,1,Desirable,7,1,2
esteem,adj,1,1,Praiseworthy,3,1,2
qinggui,adj,1,1,Praiseworthy,5,1,2
emotionally,idiom,1,1,Desirable,5,1,2
outlook,verb,2,1,Desirable,1,0,1
commotion,noun,1,1,Blameworthy,5,2,2
main idea,verb,1,1,Blameworthy,5,2,2
feifei,adj,1,1,Desirable,1,1,2
quaint,adj,1,1,Praiseworthy,5,1,2
suddenly unhappy,idiom,1,1,Undesirable,7,0,1
succeed,verb,2,1,Praiseworthy,5,0,1
sloppy,adj,1,1,Blameworthy,3,2,2
style,noun,1,1,Praiseworthy,7,1,2
vitriol,idiom,1,1,Blameworthy,5,2,2
melodious,adj,1,1,Praiseworthy,7,1,2
do nothing,idiom,1,1,Blameworthy,7,2,2
palatable,adj,1,1,Desirable,3,1,2
poor gas,adj,1,1,Blameworthy,3,2,2
stand erect,verb,1,1,Praiseworthy,3,1,2
harmonious,idiom,1,1,Praiseworthy,5,1,2
red eye,verb,1,1,Undesirable,9,2,2
reflect,verb,1,1,Undesirable,1,0,1
messy,adj,1,1,Blameworthy,5,2,2
spirit,noun,2,1,Praiseworthy,5,1,2
awkward,adj,1,1,Undesirable,9,0,1
brilliant,adj,1,1,Praiseworthy,5,1,2
madness,noun,2,1,Blameworthy,1,0,1
dazzling,adj,1,1,Blameworthy,1,2,2
absurd,adj,1,1,Blameworthy,9,2,2
shameless talk,idiom,1,1,Blameworthy,7,2,2
mess up,verb,1,1,Blameworthy,1,0,1
open up,adj,1,1,Desirable,5,0,1
redundant,adj,1,1,Blameworthy,3,2,2
fundamental,noun,1,1,Praiseworthy,1,0,1
adultery,verb,1,1,Blameworthy,7,2,2
encroachment,verb,1,1,Blameworthy,5,2,2
quiet,adj,1,1,Praiseworthy,1,0,1
blue sky,noun,1,1,Praiseworthy,9,1,2
discourteous,noun,1,1,Blameworthy,3,2,2
tranquil,adj,1,1,Desirable,9,1,2
youzaiyouzai,verb,1,1,Desirable,9,1,2
pertinent,adj,1,1,Praiseworthy,5,1,2
huanghuang,adj,1,1,Praiseworthy,5,1,2
lack,verb,1,1,Blameworthy,3,2,2
flaunt,verb,1,1,Blameworthy,5,2,2
vibrant,adj,1,1,Praiseworthy,5,1,2
low,adj,1,1,Blameworthy,7,2,2
looming,idiom,1,1,Disconfirmed,1,0,1
good player,noun,1,1,Praiseworthy,9,1,2
steady,adj,1,1,Praiseworthy,5,1,2
decadent,adj,1,1,Blameworthy,5,2,2
wail,verb,1,1,Undesirable,9,0,1
negligible,adj,1,1,Blameworthy,5,2,2
flying general,noun,1,1,Praiseworthy,7,1,2
collision,verb,1,1,Blameworthy,1,2,2
make progress,adj,2,1,Praiseworthy,5,1,2
coarse,adj,1,1,Blameworthy,5,2,2
promote,verb,1,1,Praiseworthy,1,1,2
broad daylight,idiom,1,1,Praiseworthy,5,1,2
minion,noun,1,1,Blameworthy,3,2,2
helping others,idiom,1,1,Praiseworthy,5,1,2
bane,noun,1,1,Blameworthy,5,2,2
corrupt,verb,1,1,Blameworthy,5,2,2
regular,adj,1,1,Praiseworthy,3,1,2
virtual story,idiom,1,1,Blameworthy,5,2,2
consolidate,adj,1,1,Blameworthy,7,2,2
superman,noun,2,2,Praiseworthy,3,1,2
finished,verb,2,2,Blameworthy,5,2,2
real,adv,2,2,Confirmed,5,1,2
authority,adj,2,2,Confirmed,5,1,2
mutual affection,adj,1,1,Praiseworthy,3,1,2
qi jin,adj,1,1,Praiseworthy,3,1,2
expertise,verb,1,1,Blameworthy,5,2,2
jail,verb,1,1,Blameworthy,7,2,2
shoulder load,verb,1,1,Confirmed,1,1,2
identification,verb,1,1,Confirmed,5,1,2
heavy responsibility,noun,1,1,Confirmed,5,0,1
swearing,idiom,1,1,Blameworthy,5,0,1
drink offering,verb,1,1,Undesirable,3,0,1
embarrassed,adj,1,1,Undesirable,5,0,1
seemingly real,idiom,1,1,Disconfirmed,3,2,2
high profile,noun,1,1,Blameworthy,5,2,2
insurmountable,idiom,1,1,Undesirable,5,0,1
single,adj,1,1,Blameworthy,1,0,1
stick to,verb,1,1,Blameworthy,1,2,2
man-made disaster,noun,1,1,Undesirable,5,2,2
straight talk,idiom,1,1,Blameworthy,3,2,2
sick,adj,1,1,Blameworthy,1,0,1
turbulent clouds,idiom,1,1,Undesirable,5,0,1
emaciated,adj,1,1,Blameworthy,9,2,2
desolate,adj,1,1,Undesirable,1,0,1
not interesting,adj,1,1,Undesirable,3,0,1
snake-hearted,idiom,1,1,Blameworthy,9,0,1
kai yan,verb,1,1,Desirable,5,0,1
fraternity,adj,1,1,Desirable,5,0,1
passionate,verb,1,1,Desirable,7,0,1
steadfast,adj,1,1,Desirable,7,0,1
poverty alleviation,verb,1,1,Praiseworthy,3,0,1
be discouraged,adj,1,1,Undesirable,5,0,1
tragedy,noun,1,1,Undesirable,5,0,1
dislike,verb,1,1,Blameworthy,5,0,1
scrawled,adj,1,1,Blameworthy,3,0,1
but mediocre,adj,1,1,Blameworthy,3,0,1
hooligan,noun,1,1,Blameworthy,3,2,2
matchmaker,noun,1,1,Praiseworthy,1,0,1
admiration,verb,1,1,Desirable,9,0,1
speculation,adj,2,2,Desirable,3,0,1
stolen money,noun,1,1,Blameworthy,7,2,2
terrible,adj,1,1,Blameworthy,3,2,2
censure,verb,1,1,Blameworthy,5,2,2
fatal,adj,1,1,Undesirable,5,2,2
qingjian,adj,1,1,Praiseworthy,5,1,2
pure heart,adj,1,1,Praiseworthy,5,1,2
rang rang,adj,1,1,Desirable,5,1,2
passionate,adj,1,1,Praiseworthy,5,1,2
sangzi,adj,1,1,Praiseworthy,3,1,2
thorough,adj,1,1,Praiseworthy,1,1,2
grand scene,noun,1,1,Praiseworthy,5,1,2
holy hand,noun,1,1,Praiseworthy,3,1,2
bewitched,adj,1,1,Blameworthy,5,2,2
arbitrarily,adj,1,1,Blameworthy,5,2,2
indulgence,verb,1,1,Blameworthy,5,2,2
heartbreaking,adj,1,1,Undesirable,7,2,2
poor mouth,adj,1,1,Blameworthy,5,2,2
tianmei,adj,1,1,Praiseworthy,5,1,2
brightly lit,noun,1,1,Praiseworthy,3,1,2
exuberant,adj,1,1,Praiseworthy,5,1,2
title,adj,1,1,Praiseworthy,3,1,2
stable post,adj,1,1,Praiseworthy,3,1,2
